source,target,weight
"('EDU-ADV', 'SS-LEADERSHIP')",SS-LEADERSHIP,13
"('EDU-ADV', 'application in life sciences')",application in life sciences,1
"('EDU-ADV', 'establish center of excellence')",establish center of excellence,1
"('EDU-ADV', 'passion for improving life sciences through technology')",passion for improving life sciences through technology,1
"('EXP-AI-YRS', 'SS-CONFLICT')",SS-CONFLICT,9
"('EXP-AI-YRS', 'application in life sciences')",application in life sciences,1
"('EXP-AI-YRS', 'establish center of excellence')",establish center of excellence,1
"('EXP-AI-YRS', 'passion for improving life sciences through technology')",passion for improving life sciences through technology,1
"('EXP-INDUSTRY', 'SS-CONFLICT')",SS-CONFLICT,18
"('EXP-INDUSTRY', 'application in life sciences')",application in life sciences,1
"('EXP-INDUSTRY', 'establish center of excellence')",establish center of excellence,1
"('EXP-INDUSTRY', 'passion for improving life sciences through technology')",passion for improving life sciences through technology,1
"('EXP-PM-YRS', 'SS-CONFLICT')",SS-CONFLICT,18
"('EXP-PM-YRS', 'application in life sciences')",application in life sciences,1
"('EXP-PM-YRS', 'establish center of excellence')",establish center of excellence,1
"('EXP-PM-YRS', 'passion for improving life sciences through technology')",passion for improving life sciences through technology,1
"('EXP_ROLE', 'SS-CONFLICT')",SS-CONFLICT,20
"('EXP_ROLE', 'application in life sciences')",application in life sciences,1
"('EXP_ROLE', 'establish center of excellence')",establish center of excellence,1
"('EXP_ROLE', 'passion for improving life sciences through technology')",passion for improving life sciences through technology,1
"('PM-BUDGET', 'SS-CONFLICT')",SS-CONFLICT,8
"('PM-BUDGET', 'TECH-HANDSON')",TECH-HANDSON,11
"('PM-BUDGET', 'application in life sciences')",application in life sciences,1
"('PM-BUDGET', 'establish center of excellence')",establish center of excellence,1
"('PM-BUDGET', 'passion for improving life sciences through technology')",passion for improving life sciences through technology,1
"('PM-PLAN', 'SS-CONFLICT')",SS-CONFLICT,20
"('PM-PLAN', 'application in life sciences')",application in life sciences,1
"('PM-PLAN', 'establish center of excellence')",establish center of excellence,1
"('PM-PLAN', 'passion for improving life sciences through technology')",passion for improving life sciences through technology,1
"('PM-RISK', 'SS-CONFLICT')",SS-CONFLICT,17
"('PM-RISK', 'application in life sciences')",application in life sciences,1
"('PM-RISK', 'establish center of excellence')",establish center of excellence,1
"('PM-RISK', 'passion for improving life sciences through technology')",passion for improving life sciences through technology,1
"('QUAL-PREF', 'SS-CONFLICT')",SS-CONFLICT,14
"('QUAL-PREF', 'application in life sciences')",application in life sciences,1
"('QUAL-PREF', 'establish center of excellence')",establish center of excellence,1
"('QUAL-PREF', 'passion for improving life sciences through technology')",passion for improving life sciences through technology,1
"('SS-CONFLICT', 'SS-LEADERSHIP')",SS-LEADERSHIP,20
"('SS-CONFLICT', 'SS-STAKEHOLDER')",SS-STAKEHOLDER,20
"('SS-CONFLICT', 'TECH-CONCEPT')",TECH-CONCEPT,20
"('SS-CONFLICT', 'TECH-HANDSON')",TECH-HANDSON,14
"('SS-CONFLICT', 'application in life sciences')",application in life sciences,1
"('SS-CONFLICT', 'establish center of excellence')",establish center of excellence,1
"('SS-CONFLICT', 'passion for improving life sciences through technology')",passion for improving life sciences through technology,1
"('SS-LEADERSHIP', 'application in life sciences')",application in life sciences,1
"('SS-LEADERSHIP', 'establish center of excellence')",establish center of excellence,1
"('SS-LEADERSHIP', 'passion for improving life sciences through technology')",passion for improving life sciences through technology,1
"('SS-STAKEHOLDER', 'application in life sciences')",application in life sciences,1
"('SS-STAKEHOLDER', 'establish center of excellence')",establish center of excellence,1
"('SS-STAKEHOLDER', 'passion for improving life sciences through technology')",passion for improving life sciences through technology,1
"('TECH-CONCEPT', 'application in life sciences')",application in life sciences,1
"('TECH-CONCEPT', 'establish center of excellence')",establish center of excellence,1
"('TECH-CONCEPT', 'passion for improving life sciences through technology')",passion for improving life sciences through technology,1
"('TECH-HANDSON', 'application in life sciences')",application in life sciences,1
"('TECH-HANDSON', 'establish center of excellence')",establish center of excellence,1
"('TECH-HANDSON', 'passion for improving life sciences through technology')",passion for improving life sciences through technology,1
"('application in life sciences', 'establish center of excellence')",establish center of excellence,1
"('application in life sciences', 'passion for improving life sciences through technology')",passion for improving life sciences through technology,1
"('establish center of excellence', 'passion for improving life sciences through technology')",passion for improving life sciences through technology,1
"('CERT-PM', 'CONTEXT-COMPLEX')",CONTEXT-COMPLEX,12
"('CERT-PM', 'CONTEXT-ETHIC')",CONTEXT-ETHIC,7
"('CERT-PM', 'CONTEXT-REG')",CONTEXT-REG,9
"('CERT-PM', 'CORE-ADAPT')",CORE-ADAPT,12
"('CERT-PM', 'CORE-BUSINESS')",CORE-BUSINESS,11
"('CERT-PM', 'EDU-ADV')",EDU-ADV,8
"('CERT-PM', 'EXP-INDUSTRY')",EXP-INDUSTRY,11
"('CERT-PM', 'EXP-PM-YRS')",EXP-PM-YRS,11
"('CERT-PM', 'EXP_ROLE')",EXP_ROLE,12
"('CERT-PM', 'PM-BUDGET')",PM-BUDGET,6
"('CERT-PM', 'PM-METHOD')",PM-METHOD,10
"('CERT-PM', 'PM-PLAN')",PM-PLAN,12
"('CERT-PM', 'PM-RISK')",PM-RISK,11
"('CERT-PM', 'PM-TOOL')",PM-TOOL,10
"('CERT-PM', 'QUAL-PREF')",QUAL-PREF,11
"('CERT-PM', 'SS-CONFLICT')",SS-CONFLICT,7
"('CERT-PM', 'SS-LEADERSHIP')",SS-LEADERSHIP,12
"('CERT-PM', 'SS-STAKEHOLDER')",SS-STAKEHOLDER,12
"('CERT-PM', 'TECH-CONCEPT')",TECH-CONCEPT,12
"('CERT-PM', 'TECH-HANDSON')",TECH-HANDSON,11
"('CERT-PM', 'TECH-OPS')",TECH-OPS,10
"('CERT-PM', 'assistive technologies')",assistive technologies,1
"('CERT-PM', 'data-driven mindset')",data-driven mindset,1
"('CERT-PM', 'digital accessibility')",digital accessibility,1
"('CERT-PM', 'excellent analytical skills')",excellent analytical skills,1
"('CERT-PM', 'knowledge in implementing web content accessibility guidelines (wcag 2.2 aa)')",knowledge in implementing web content accessibility guidelines (wcag 2.2 aa),1
"('CERT-PM', 'organizational skills')",organizational skills,4
"('CERT-PM', 'rbac (role-based access control)')",rbac (role-based access control),1
"('CERT-PM', 'strong technical acumen')",strong technical acumen,1
"('CERT-PM', 'systems design')",systems design,1
"('CERT-PM', 'systems thinking')",systems thinking,1
"('CERT-PM', 'technical architecture')",technical architecture,1
"('CONTEXT-COMPLEX', 'PM-METHOD')",PM-METHOD,19
"('CONTEXT-COMPLEX', 'assistive technologies')",assistive technologies,1
"('CONTEXT-COMPLEX', 'data-driven mindset')",data-driven mindset,1
"('CONTEXT-COMPLEX', 'digital accessibility')",digital accessibility,1
"('CONTEXT-COMPLEX', 'excellent analytical skills')",excellent analytical skills,1
"('CONTEXT-COMPLEX', 'knowledge in implementing web content accessibility guidelines (wcag 2.2 aa)')",knowledge in implementing web content accessibility guidelines (wcag 2.2 aa),1
"('CONTEXT-COMPLEX', 'organizational skills')",organizational skills,5
"('CONTEXT-COMPLEX', 'rbac (role-based access control)')",rbac (role-based access control),1
"('CONTEXT-COMPLEX', 'strong technical acumen')",strong technical acumen,2
"('CONTEXT-COMPLEX', 'systems design')",systems design,1
"('CONTEXT-COMPLEX', 'systems thinking')",systems thinking,1
"('CONTEXT-COMPLEX', 'technical architecture')",technical architecture,1
"('CONTEXT-ETHIC', 'PM-METHOD')",PM-METHOD,7
"('CONTEXT-ETHIC', 'PM-TOOL')",PM-TOOL,8
"('CONTEXT-ETHIC', 'assistive technologies')",assistive technologies,1
"('CONTEXT-ETHIC', 'data-driven mindset')",data-driven mindset,1
"('CONTEXT-ETHIC', 'digital accessibility')",digital accessibility,1
"('CONTEXT-ETHIC', 'excellent analytical skills')",excellent analytical skills,1
"('CONTEXT-ETHIC', 'knowledge in implementing web content accessibility guidelines (wcag 2.2 aa)')",knowledge in implementing web content accessibility guidelines (wcag 2.2 aa),1
"('CONTEXT-ETHIC', 'organizational skills')",organizational skills,2
"('CONTEXT-ETHIC', 'rbac (role-based access control)')",rbac (role-based access control),1
"('CONTEXT-ETHIC', 'strong technical acumen')",strong technical acumen,1
"('CONTEXT-ETHIC', 'systems design')",systems design,1
"('CONTEXT-ETHIC', 'systems thinking')",systems thinking,1
"('CONTEXT-ETHIC', 'technical architecture')",technical architecture,1
"('CONTEXT-REG', 'PM-METHOD')",PM-METHOD,12
"('CONTEXT-REG', 'PM-TOOL')",PM-TOOL,12
"('CONTEXT-REG', 'TECH-OPS')",TECH-OPS,17
"('CONTEXT-REG', 'assistive technologies')",assistive technologies,1
"('CONTEXT-REG', 'data-driven mindset')",data-driven mindset,1
"('CONTEXT-REG', 'digital accessibility')",digital accessibility,1
"('CONTEXT-REG', 'excellent analytical skills')",excellent analytical skills,1
"('CONTEXT-REG', 'knowledge in implementing web content accessibility guidelines (wcag 2.2 aa)')",knowledge in implementing web content accessibility guidelines (wcag 2.2 aa),1
"('CONTEXT-REG', 'organizational skills')",organizational skills,4
"('CONTEXT-REG', 'rbac (role-based access control)')",rbac (role-based access control),1
"('CONTEXT-REG', 'strong technical acumen')",strong technical acumen,2
"('CONTEXT-REG', 'systems design')",systems design,1
"('CONTEXT-REG', 'systems thinking')",systems thinking,1
"('CONTEXT-REG', 'technical architecture')",technical architecture,1
"('CORE-ADAPT', 'PM-METHOD')",PM-METHOD,18
"('CORE-ADAPT', 'assistive technologies')",assistive technologies,1
"('CORE-ADAPT', 'data-driven mindset')",data-driven mindset,1
"('CORE-ADAPT', 'digital accessibility')",digital accessibility,1
"('CORE-ADAPT', 'excellent analytical skills')",excellent analytical skills,1
"('CORE-ADAPT', 'knowledge in implementing web content accessibility guidelines (wcag 2.2 aa)')",knowledge in implementing web content accessibility guidelines (wcag 2.2 aa),1
"('CORE-ADAPT', 'organizational skills')",organizational skills,5
"('CORE-ADAPT', 'rbac (role-based access control)')",rbac (role-based access control),1
"('CORE-ADAPT', 'strong technical acumen')",strong technical acumen,2
"('CORE-ADAPT', 'systems design')",systems design,1
"('CORE-ADAPT', 'systems thinking')",systems thinking,1
"('CORE-ADAPT', 'technical architecture')",technical architecture,1
"('CORE-BUSINESS', 'PM-METHOD')",PM-METHOD,19
"('CORE-BUSINESS', 'assistive technologies')",assistive technologies,1
"('CORE-BUSINESS', 'data-driven mindset')",data-driven mindset,1
"('CORE-BUSINESS', 'digital accessibility')",digital accessibility,1
"('CORE-BUSINESS', 'excellent analytical skills')",excellent analytical skills,1
"('CORE-BUSINESS', 'knowledge in implementing web content accessibility guidelines (wcag 2.2 aa)')",knowledge in implementing web content accessibility guidelines (wcag 2.2 aa),1
"('CORE-BUSINESS', 'organizational skills')",organizational skills,5
"('CORE-BUSINESS', 'rbac (role-based access control)')",rbac (role-based access control),1
"('CORE-BUSINESS', 'strong technical acumen')",strong technical acumen,2
"('CORE-BUSINESS', 'systems design')",systems design,1
"('CORE-BUSINESS', 'systems thinking')",systems thinking,1
"('CORE-BUSINESS', 'technical architecture')",technical architecture,1
"('EDU-ADV', 'PM-METHOD')",PM-METHOD,8
"('EDU-ADV', 'PM-TOOL')",PM-TOOL,10
"('EDU-ADV', 'assistive technologies')",assistive technologies,1
"('EDU-ADV', 'data-driven mindset')",data-driven mindset,1
"('EDU-ADV', 'digital accessibility')",digital accessibility,1
"('EDU-ADV', 'excellent analytical skills')",excellent analytical skills,1
"('EDU-ADV', 'knowledge in implementing web content accessibility guidelines (wcag 2.2 aa)')",knowledge in implementing web content accessibility guidelines (wcag 2.2 aa),1
"('EDU-ADV', 'organizational skills')",organizational skills,4
"('EDU-ADV', 'rbac (role-based access control)')",rbac (role-based access control),1
"('EDU-ADV', 'strong technical acumen')",strong technical acumen,1
"('EDU-ADV', 'systems design')",systems design,1
"('EDU-ADV', 'systems thinking')",systems thinking,1
"('EDU-ADV', 'technical architecture')",technical architecture,1
"('EXP-INDUSTRY', 'PM-METHOD')",PM-METHOD,18
"('EXP-INDUSTRY', 'assistive technologies')",assistive technologies,1
"('EXP-INDUSTRY', 'data-driven mindset')",data-driven mindset,1
"('EXP-INDUSTRY', 'digital accessibility')",digital accessibility,1
"('EXP-INDUSTRY', 'excellent analytical skills')",excellent analytical skills,1
"('EXP-INDUSTRY', 'knowledge in implementing web content accessibility guidelines (wcag 2.2 aa)')",knowledge in implementing web content accessibility guidelines (wcag 2.2 aa),1
"('EXP-INDUSTRY', 'organizational skills')",organizational skills,5
"('EXP-INDUSTRY', 'rbac (role-based access control)')",rbac (role-based access control),1
"('EXP-INDUSTRY', 'strong technical acumen')",strong technical acumen,1
"('EXP-INDUSTRY', 'systems design')",systems design,1
"('EXP-INDUSTRY', 'systems thinking')",systems thinking,1
"('EXP-INDUSTRY', 'technical architecture')",technical architecture,1
"('EXP-PM-YRS', 'PM-METHOD')",PM-METHOD,18
"('EXP-PM-YRS', 'assistive technologies')",assistive technologies,1
"('EXP-PM-YRS', 'data-driven mindset')",data-driven mindset,1
"('EXP-PM-YRS', 'digital accessibility')",digital accessibility,1
"('EXP-PM-YRS', 'excellent analytical skills')",excellent analytical skills,1
"('EXP-PM-YRS', 'knowledge in implementing web content accessibility guidelines (wcag 2.2 aa)')",knowledge in implementing web content accessibility guidelines (wcag 2.2 aa),1
"('EXP-PM-YRS', 'organizational skills')",organizational skills,5
"('EXP-PM-YRS', 'rbac (role-based access control)')",rbac (role-based access control),1
"('EXP-PM-YRS', 'strong technical acumen')",strong technical acumen,1
"('EXP-PM-YRS', 'systems design')",systems design,1
"('EXP-PM-YRS', 'systems thinking')",systems thinking,1
"('EXP-PM-YRS', 'technical architecture')",technical architecture,1
"('EXP_ROLE', 'PM-METHOD')",PM-METHOD,20
"('EXP_ROLE', 'assistive technologies')",assistive technologies,1
"('EXP_ROLE', 'data-driven mindset')",data-driven mindset,1
"('EXP_ROLE', 'digital accessibility')",digital accessibility,1
"('EXP_ROLE', 'excellent analytical skills')",excellent analytical skills,1
"('EXP_ROLE', 'knowledge in implementing web content accessibility guidelines (wcag 2.2 aa)')",knowledge in implementing web content accessibility guidelines (wcag 2.2 aa),1
"('EXP_ROLE', 'organizational skills')",organizational skills,5
"('EXP_ROLE', 'rbac (role-based access control)')",rbac (role-based access control),1
"('EXP_ROLE', 'strong technical acumen')",strong technical acumen,2
"('EXP_ROLE', 'systems design')",systems design,1
"('EXP_ROLE', 'systems thinking')",systems thinking,1
"('EXP_ROLE', 'technical architecture')",technical architecture,1
"('PM-BUDGET', 'PM-METHOD')",PM-METHOD,7
"('PM-BUDGET', 'assistive technologies')",assistive technologies,1
"('PM-BUDGET', 'data-driven mindset')",data-driven mindset,1
"('PM-BUDGET', 'digital accessibility')",digital accessibility,1
"('PM-BUDGET', 'excellent analytical skills')",excellent analytical skills,1
"('PM-BUDGET', 'knowledge in implementing web content accessibility guidelines (wcag 2.2 aa)')",knowledge in implementing web content accessibility guidelines (wcag 2.2 aa),1
"('PM-BUDGET', 'organizational skills')",organizational skills,2
"('PM-BUDGET', 'rbac (role-based access control)')",rbac (role-based access control),1
"('PM-BUDGET', 'strong technical acumen')",strong technical acumen,1
"('PM-BUDGET', 'systems design')",systems design,1
"('PM-BUDGET', 'systems thinking')",systems thinking,1
"('PM-BUDGET', 'technical architecture')",technical architecture,1
"('PM-METHOD', 'PM-PLAN')",PM-PLAN,20
"('PM-METHOD', 'PM-RISK')",PM-RISK,17
"('PM-METHOD', 'PM-TOOL')",PM-TOOL,15
"('PM-METHOD', 'QUAL-PREF')",QUAL-PREF,14
"('PM-METHOD', 'SS-CONFLICT')",SS-CONFLICT,12
"('PM-METHOD', 'SS-LEADERSHIP')",SS-LEADERSHIP,20
"('PM-METHOD', 'SS-STAKEHOLDER')",SS-STAKEHOLDER,20
"('PM-METHOD', 'TECH-CONCEPT')",TECH-CONCEPT,19
"('PM-METHOD', 'TECH-HANDSON')",TECH-HANDSON,14
"('PM-METHOD', 'TECH-OPS')",TECH-OPS,17
"('PM-METHOD', 'assistive technologies')",assistive technologies,1
"('PM-METHOD', 'data-driven mindset')",data-driven mindset,1
"('PM-METHOD', 'digital accessibility')",digital accessibility,1
"('PM-METHOD', 'excellent analytical skills')",excellent analytical skills,1
"('PM-METHOD', 'knowledge in implementing web content accessibility guidelines (wcag 2.2 aa)')",knowledge in implementing web content accessibility guidelines (wcag 2.2 aa),1
"('PM-METHOD', 'organizational skills')",organizational skills,3
"('PM-METHOD', 'rbac (role-based access control)')",rbac (role-based access control),1
"('PM-METHOD', 'strong technical acumen')",strong technical acumen,2
"('PM-METHOD', 'systems design')",systems design,1
"('PM-METHOD', 'systems thinking')",systems thinking,1
"('PM-METHOD', 'technical architecture')",technical architecture,1
"('PM-PLAN', 'assistive technologies')",assistive technologies,1
"('PM-PLAN', 'data-driven mindset')",data-driven mindset,1
"('PM-PLAN', 'digital accessibility')",digital accessibility,1
"('PM-PLAN', 'excellent analytical skills')",excellent analytical skills,1
"('PM-PLAN', 'knowledge in implementing web content accessibility guidelines (wcag 2.2 aa)')",knowledge in implementing web content accessibility guidelines (wcag 2.2 aa),1
"('PM-PLAN', 'organizational skills')",organizational skills,5
"('PM-PLAN', 'rbac (role-based access control)')",rbac (role-based access control),1
"('PM-PLAN', 'strong technical acumen')",strong technical acumen,2
"('PM-PLAN', 'systems design')",systems design,1
"('PM-PLAN', 'systems thinking')",systems thinking,1
"('PM-PLAN', 'technical architecture')",technical architecture,1
"('PM-RISK', 'assistive technologies')",assistive technologies,1
"('PM-RISK', 'data-driven mindset')",data-driven mindset,1
"('PM-RISK', 'digital accessibility')",digital accessibility,1
"('PM-RISK', 'excellent analytical skills')",excellent analytical skills,1
"('PM-RISK', 'knowledge in implementing web content accessibility guidelines (wcag 2.2 aa)')",knowledge in implementing web content accessibility guidelines (wcag 2.2 aa),1
"('PM-RISK', 'organizational skills')",organizational skills,5
"('PM-RISK', 'rbac (role-based access control)')",rbac (role-based access control),1
"('PM-RISK', 'strong technical acumen')",strong technical acumen,2
"('PM-RISK', 'systems design')",systems design,1
"('PM-RISK', 'systems thinking')",systems thinking,1
"('PM-RISK', 'technical architecture')",technical architecture,1
"('PM-TOOL', 'SS-CONFLICT')",SS-CONFLICT,12
"('PM-TOOL', 'TECH-HANDSON')",TECH-HANDSON,13
"('PM-TOOL', 'assistive technologies')",assistive technologies,1
"('PM-TOOL', 'data-driven mindset')",data-driven mindset,1
"('PM-TOOL', 'digital accessibility')",digital accessibility,1
"('PM-TOOL', 'excellent analytical skills')",excellent analytical skills,1
"('PM-TOOL', 'knowledge in implementing web content accessibility guidelines (wcag 2.2 aa)')",knowledge in implementing web content accessibility guidelines (wcag 2.2 aa),1
"('PM-TOOL', 'organizational skills')",organizational skills,4
"('PM-TOOL', 'rbac (role-based access control)')",rbac (role-based access control),1
"('PM-TOOL', 'strong technical acumen')",strong technical acumen,1
"('PM-TOOL', 'systems design')",systems design,1
"('PM-TOOL', 'systems thinking')",systems thinking,1
"('PM-TOOL', 'technical architecture')",technical architecture,1
"('QUAL-PREF', 'assistive technologies')",assistive technologies,1
"('QUAL-PREF', 'data-driven mindset')",data-driven mindset,1
"('QUAL-PREF', 'digital accessibility')",digital accessibility,1
